locus_tag	ftype	length_bp	gene	EC_number	COG	product
NOLKDBPD_04730	CDS	678	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
NOLKDBPD_04731	CDS	447	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
NOLKDBPD_04732	CDS	414	holD	2.7.7.7	COG3050	DNA polymerase III subunit psi
NOLKDBPD_04733	CDS	1029	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
NOLKDBPD_04734	tRNA	87				tRNA-Leu(cag)
NOLKDBPD_04735	tRNA	87				tRNA-Leu(cag)
NOLKDBPD_04736	tRNA	87				tRNA-Leu(cag)
NOLKDBPD_04737	CDS	354				hypothetical protein
NOLKDBPD_04738	CDS	1047				hypothetical protein
NOLKDBPD_04739	CDS	789	fhuF		COG4114	Ferric iron reductase protein FhuF
NOLKDBPD_04740	CDS	1344	licC_6		COG1455	Lichenan permease IIC component
NOLKDBPD_04741	CDS	459				hypothetical protein
NOLKDBPD_04742	CDS	672	bglJ		COG2197	Transcriptional activator protein BglJ
NOLKDBPD_04743	CDS	723	yjjQ			Putative transcription factor YjjQ
NOLKDBPD_04744	CDS	882	rhaR_5			HTH-type transcriptional activator RhaR
NOLKDBPD_04745	CDS	1185	pobA	1.14.13.2	COG0654	p-hydroxybenzoate hydroxylase
NOLKDBPD_04746	CDS	777	yjjP		COG2966	Inner membrane protein YjjP
NOLKDBPD_04747	CDS	474				hypothetical protein
NOLKDBPD_04748	CDS	540	dnaT			Primosomal protein 1
NOLKDBPD_04749	CDS	744	dnaC_2		COG1484	DNA replication protein DnaC
NOLKDBPD_04750	CDS	492				hypothetical protein
NOLKDBPD_04751	CDS	2292	mdoB	2.7.8.20		Phosphoglycerol transferase I
NOLKDBPD_04752	CDS	939				ISNCY family transposase ISRor2
NOLKDBPD_04753	CDS	1011	frlB	3.5.-.-	COG2222	Fructosamine deglycase FrlB
NOLKDBPD_04754	CDS	1062	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
NOLKDBPD_04755	CDS	852	manZ_2		COG3716	PTS system mannose-specific EIID component
NOLKDBPD_04756	CDS	780	agaC		COG3715	N-acetylgalactosamine permease IIC component 1
NOLKDBPD_04757	CDS	471	sorB	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
NOLKDBPD_04758	CDS	423				hypothetical protein
NOLKDBPD_04759	CDS	2766	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
NOLKDBPD_04760	CDS	906	mshD	2.3.1.189		Mycothiol acetyltransferase
NOLKDBPD_04761	CDS	534				hypothetical protein
NOLKDBPD_04762	CDS	864	hexR_4		COG1737	HTH-type transcriptional regulator HexR
NOLKDBPD_04763	CDS	600	dgoA_2	4.1.2.21	COG0800	2-dehydro-3-deoxy-6-phosphogalactonate aldolase
NOLKDBPD_04764	CDS	873	dgoK1_2	2.7.1.58	COG3734	putative 2-dehydro-3-deoxygalactonokinase DgoK1
NOLKDBPD_04765	CDS	1488	opuE		COG0591	Osmoregulated proline transporter OpuE
NOLKDBPD_04766	CDS	393	tdcF	3.5.4.-	COG0251	Putative reactive intermediate deaminase TdcF
NOLKDBPD_04767	CDS	1440	dan	3.5.1.81		D-aminoacylase
NOLKDBPD_04768	CDS	1221		4.1.2.42		D-threonine aldolase
NOLKDBPD_04769	CDS	1017	lhpD	1.5.1.21	COG2055	Delta(1)-pyrroline-2-carboxylate/Delta(1)-piperideine-2-carboxylate reductase
NOLKDBPD_04770	CDS	288				hypothetical protein
NOLKDBPD_04771	CDS	255				hypothetical protein
NOLKDBPD_04772	CDS	441	farR			HTH-type transcriptional regulator FarR
NOLKDBPD_04773	CDS	633	hpcE_1		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
NOLKDBPD_04774	CDS	765	hpcE_2		COG0179	Homoprotocatechuate catabolism bifunctional isomerase/decarboxylase
NOLKDBPD_04775	CDS	1467	betB_2	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
NOLKDBPD_04776	CDS	858	hpcB	1.13.11.15	COG3384	3,4-dihydroxyphenylacetate 2,3-dioxygenase
NOLKDBPD_04777	CDS	381	hpcD	5.3.3.10		5-carboxymethyl-2-hydroxymuconate Delta-isomerase
NOLKDBPD_04778	CDS	804	hpcG	4.2.1.163		2-oxo-hept-4-ene-1,7-dioate hydratase
NOLKDBPD_04779	CDS	798	hpcH	4.1.2.52	COG3836	4-hydroxy-2-oxo-heptane-1,7-dioate aldolase
NOLKDBPD_04780	CDS	1359	ttuB_4			Putative tartrate transporter
NOLKDBPD_04781	CDS	891	rhaR_6			HTH-type transcriptional activator RhaR
NOLKDBPD_04782	CDS	1563	hpaB	1.14.14.9	COG2368	4-hydroxyphenylacetate 3-monooxygenase oxygenase component
NOLKDBPD_04783	CDS	513	hpaC	1.5.1.36	COG1853	4-hydroxyphenylacetate 3-monooxygenase reductase component
NOLKDBPD_04784	CDS	618				hypothetical protein
NOLKDBPD_04785	CDS	1644				hypothetical protein
NOLKDBPD_04786	CDS	246				hypothetical protein
NOLKDBPD_04787	CDS	1581				hypothetical protein
NOLKDBPD_04788	CDS	618	dmsB_4		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
NOLKDBPD_04789	CDS	2439	dmsA_2	1.8.5.3	COG0243	Dimethyl sulfoxide reductase DmsA
NOLKDBPD_04790	CDS	1293	serS	6.1.1.11	COG0172	Serine--tRNA ligase
NOLKDBPD_04791	CDS	1344	rarA		COG2256	Replication-associated recombination protein A
NOLKDBPD_04792	CDS	612	lolA		COG2834	Outer-membrane lipoprotein carrier protein
NOLKDBPD_04793	CDS	4182				hypothetical protein
NOLKDBPD_04794	CDS	495	lrp_3		COG1522	Leucine-responsive regulatory protein
NOLKDBPD_04795	CDS	996	trxB	1.8.1.9	COG0492	Thioredoxin reductase
NOLKDBPD_04796	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
NOLKDBPD_04797	CDS	1722	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
NOLKDBPD_04798	CDS	702	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
NOLKDBPD_04799	CDS	219	infA		COG0361	Translation initiation factor IF-1
NOLKDBPD_04800	CDS	2280	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
NOLKDBPD_04801	CDS	318	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
NOLKDBPD_04802	CDS	222	cspD		COG1278	Cold shock-like protein CspD
NOLKDBPD_04803	CDS	1941	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
NOLKDBPD_04804	CDS	1116	macA		COG0845	Macrolide export protein MacA
NOLKDBPD_04805	CDS	1659				hypothetical protein
NOLKDBPD_04806	CDS	759	aqpZ		COG0580	Aquaporin Z
NOLKDBPD_04807	CDS	900	lysO		COG2431	Lysine exporter LysO
NOLKDBPD_04808	CDS	1686	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
NOLKDBPD_04809	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
NOLKDBPD_04810	CDS	435				hypothetical protein
NOLKDBPD_04811	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
NOLKDBPD_04812	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
NOLKDBPD_04813	CDS	1443				hypothetical protein
NOLKDBPD_04814	CDS	1014	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
NOLKDBPD_04815	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
NOLKDBPD_04816	CDS	1140				hypothetical protein
NOLKDBPD_04817	CDS	165				hypothetical protein
NOLKDBPD_04818	CDS	516	ybjP			putative lipoprotein YbjP
NOLKDBPD_04819	CDS	795	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
NOLKDBPD_04820	CDS	753	artI		COG0834	Putative ABC transporter arginine-binding protein 2
NOLKDBPD_04821	CDS	717	artQ_2		COG4215	Arginine ABC transporter permease protein ArtQ
NOLKDBPD_04822	CDS	669	artM_2		COG4160	Arginine ABC transporter permease protein ArtM
NOLKDBPD_04823	CDS	732	artJ_2		COG0834	ABC transporter arginine-binding protein 1
NOLKDBPD_04824	CDS	1473	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA
NOLKDBPD_04825	CDS	717	walR		COG0745	Transcriptional regulatory protein WalR
NOLKDBPD_04826	CDS	1128	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
NOLKDBPD_04827	CDS	489	ybjO			Inner membrane protein YbjO
NOLKDBPD_04828	CDS	846	ydcV_3			Inner membrane ABC transporter permease protein YdcV
NOLKDBPD_04829	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
NOLKDBPD_04830	CDS	1167	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NOLKDBPD_04831	CDS	1113	potF		COG0687	Putrescine-binding periplasmic protein
NOLKDBPD_04832	CDS	480	ybjN			putative protein YbjN
NOLKDBPD_04833	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
NOLKDBPD_04834	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
NOLKDBPD_04835	CDS	288				hypothetical protein
NOLKDBPD_04836	CDS	264	grxA		COG0695	Glutaredoxin 1
NOLKDBPD_04837	CDS	384	ybjM			Inner membrane protein YbjM
NOLKDBPD_04838	CDS	1686	aspT_2			Aspartate/alanine antiporter
NOLKDBPD_04839	CDS	564	rcdA		COG3226	HTH-type transcriptional regulator RcdA
NOLKDBPD_04840	CDS	1203	ybjJ			Inner membrane protein YbjJ
NOLKDBPD_04841	CDS	813	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
NOLKDBPD_04842	CDS	1233	mdfA			Multidrug transporter MdfA
NOLKDBPD_04843	CDS	594	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
NOLKDBPD_04844	CDS	759	deoR		COG1349	Deoxyribose operon repressor
NOLKDBPD_04845	CDS	1212	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
NOLKDBPD_04846	CDS	627	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GstB
NOLKDBPD_04847	CDS	1110	yliI	1.1.5.-	COG2133	Aldose sugar dehydrogenase YliI
NOLKDBPD_04848	CDS	384				hypothetical protein
NOLKDBPD_04849	CDS	1242	rafB_2			Raffinose permease
NOLKDBPD_04850	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
NOLKDBPD_04851	CDS	912	gsiD_2		COG1173	Glutathione transport system permease protein GsiD
NOLKDBPD_04852	CDS	921	gsiC_3		COG0601	Glutathione transport system permease protein GsiC
NOLKDBPD_04853	CDS	1542	gsiB		COG0747	Glutathione-binding protein GsiB
NOLKDBPD_04854	CDS	1860	gsiA_2	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
NOLKDBPD_04855	CDS	942	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
NOLKDBPD_04856	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
NOLKDBPD_04857	CDS	756	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
NOLKDBPD_04858	CDS	900	cutD_2	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
NOLKDBPD_04859	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
NOLKDBPD_04860	CDS	816	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
NOLKDBPD_04861	CDS	1266	ybiU			putative protein YbiU
NOLKDBPD_04862	CDS	1245	cytR_2		COG1609	HTH-type transcriptional repressor CytR
NOLKDBPD_04863	CDS	1302	exuT_4			Hexuronate transporter
NOLKDBPD_04864	CDS	2364				hypothetical protein
NOLKDBPD_04865	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
NOLKDBPD_04866	CDS	786				hypothetical protein
NOLKDBPD_04867	CDS	990	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
NOLKDBPD_04868	CDS	717	gmuR		COG2188	HTH-type transcriptional regulator GmuR
NOLKDBPD_04869	CDS	1377	bglA_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
NOLKDBPD_04870	CDS	1113	ybiR		COG0471	Inner membrane protein YbiR
NOLKDBPD_04871	CDS	474	mntR		COG1321	Transcriptional regulator MntR
NOLKDBPD_04872	CDS	126	mntS			Small protein MntS
NOLKDBPD_04873	CDS	1581	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
NOLKDBPD_04874	CDS	513	ompX		COG3637	Outer membrane protein X
NOLKDBPD_04875	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
NOLKDBPD_04876	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
NOLKDBPD_04877	CDS	747	glnH_3		COG0834	Glutamine-binding periplasmic protein
NOLKDBPD_04878	CDS	660	glnP_2		COG0765	Glutamine transport system permease protein GlnP
NOLKDBPD_04879	CDS	723	glnQ_7		COG1126	Glutamine transport ATP-binding protein GlnQ
NOLKDBPD_04880	CDS	2196	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
NOLKDBPD_04881	CDS	915	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
NOLKDBPD_04882	CDS	615				hypothetical protein
NOLKDBPD_04883	CDS	261	mcbA			putative protein McbA
NOLKDBPD_04884	CDS	267	ybiI_2		COG1734	putative protein YbiI
NOLKDBPD_04885	CDS	261	bhsA_2			Multiple stress resistance protein BhsA
NOLKDBPD_04886	CDS	969	ybiB		COG0547	putative protein YbiB
NOLKDBPD_04887	CDS	2157	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
NOLKDBPD_04888	CDS	1356	rhlE_2	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
NOLKDBPD_04889	CDS	993	aptB_2	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
NOLKDBPD_04890	CDS	846	aptA_2	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
NOLKDBPD_04891	CDS	750	fabG_9	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
NOLKDBPD_04892	CDS	1332	gudP_3			putative glucarate transporter
NOLKDBPD_04893	CDS	924	perR			HTH-type transcriptional regulator PerR
NOLKDBPD_04894	CDS	660	cecR		COG1309	HTH-type transcriptional dual regulator CecR
NOLKDBPD_04895	CDS	996				hypothetical protein
NOLKDBPD_04896	CDS	1740	ybhF_1		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
NOLKDBPD_04897	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
NOLKDBPD_04898	CDS	1107	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
NOLKDBPD_04899	CDS	438	ybhQ			Inner membrane protein YbhQ
NOLKDBPD_04900	CDS	762				hypothetical protein
NOLKDBPD_04901	CDS	1245	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
NOLKDBPD_04902	CDS	966	ybhN		COG0392	Inner membrane protein YbhN
NOLKDBPD_04903	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
NOLKDBPD_04904	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
NOLKDBPD_04905	CDS	249	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
NOLKDBPD_04906	CDS	489	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
NOLKDBPD_04907	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
NOLKDBPD_04908	CDS	1023	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
NOLKDBPD_04909	CDS	906	ybhK		COG0391	Putative gluconeogenesis factor
NOLKDBPD_04910	CDS	1641	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
NOLKDBPD_04911	CDS	672	basR			Transcriptional regulatory protein BasR
NOLKDBPD_04912	CDS	1098	basS	2.7.13.3		Sensor protein BasS
NOLKDBPD_04913	CDS	93				hypothetical protein
NOLKDBPD_04914	CDS	2022	uvrB		COG0556	UvrABC system protein B
NOLKDBPD_04915	CDS	723	livF_5		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
NOLKDBPD_04916	CDS	723	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
NOLKDBPD_04917	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
NOLKDBPD_04918	CDS	1158	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
NOLKDBPD_04919	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
NOLKDBPD_04920	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
NOLKDBPD_04921	CDS	477				hypothetical protein
NOLKDBPD_04922	CDS	1383	proY_2		COG1113	Proline-specific permease ProY
NOLKDBPD_04923	CDS	1527	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
NOLKDBPD_04924	CDS	1689	hutU	4.2.1.49	COG2987	Urocanate hydratase
NOLKDBPD_04925	CDS	726	nagR		COG2188	HTH-type transcriptional repressor NagR
NOLKDBPD_04926	CDS	957	hutG	3.5.3.8	COG0010	Formimidoylglutamase
NOLKDBPD_04927	CDS	1320	hutI	3.5.2.7	COG1228	Imidazolonepropionase
NOLKDBPD_04928	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
NOLKDBPD_04929	CDS	2688	ctpF_2	3.6.3.-	COG0474	putative cation-transporting ATPase F
NOLKDBPD_04930	CDS	432	uspG_3		COG0589	Universal stress protein UP12
NOLKDBPD_04931	CDS	111				hypothetical protein
NOLKDBPD_04932	CDS	1086	mdtA_4			Multidrug resistance protein MdtA
NOLKDBPD_04933	CDS	3066	bepE			Efflux pump membrane transporter BepE
NOLKDBPD_04934	CDS	966				hypothetical protein
NOLKDBPD_04935	CDS	507				hypothetical protein
NOLKDBPD_04936	CDS	213				hypothetical protein
NOLKDBPD_04937	CDS	555				hypothetical protein
NOLKDBPD_04938	CDS	735	bluR		COG0789	HTH-type transcriptional repressor BluR
NOLKDBPD_04939	CDS	1212	bluF_2			Blue light- and temperature-regulated antirepressor BluF
NOLKDBPD_04940	CDS	246	ycgZ			putative two-component-system connector protein YcgZ
NOLKDBPD_04941	CDS	306				hypothetical protein
NOLKDBPD_04942	CDS	279	ariR			putative two-component-system connector protein AriR
NOLKDBPD_04943	CDS	996	pgl_2	3.1.1.31	COG2706	6-phosphogluconolactonase
NOLKDBPD_04944	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
NOLKDBPD_04945	CDS	1059	btuD_6	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
NOLKDBPD_04946	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
NOLKDBPD_04947	CDS	774	modA		COG0725	Molybdate-binding protein ModA
NOLKDBPD_04948	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
NOLKDBPD_04949	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
NOLKDBPD_04950	CDS	1473	modF		COG1119	ABC transporter ATP-binding protein ModF
NOLKDBPD_04951	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
NOLKDBPD_04952	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
NOLKDBPD_04953	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
NOLKDBPD_04954	CDS	1044	galM	5.1.3.3	COG2017	Aldose 1-epimerase
NOLKDBPD_04955	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
NOLKDBPD_04956	CDS	1083	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
NOLKDBPD_04957	CDS	366				hypothetical protein
NOLKDBPD_04958	CDS	945	zitB		COG1230	Zinc transporter ZitB
NOLKDBPD_04959	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
NOLKDBPD_04960	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
NOLKDBPD_04961	tRNA	76				tRNA-Lys(ttt)
NOLKDBPD_04962	tRNA	76				tRNA-Lys(ttt)
NOLKDBPD_04963	tRNA	76				tRNA-Lys(ttt)
NOLKDBPD_04964	tRNA	76				tRNA-Val(tac)
NOLKDBPD_04965	tRNA	76				tRNA-Lys(ttt)
NOLKDBPD_04966	tRNA	76				tRNA-Val(tac)
NOLKDBPD_04967	tRNA	76				tRNA-Lys(ttt)
NOLKDBPD_04968	CDS	795	cpoB		COG1729	Cell division coordinator CpoB
NOLKDBPD_04969	CDS	525	pal_2		COG2885	Peptidoglycan-associated lipoprotein
NOLKDBPD_04970	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
NOLKDBPD_04971	CDS	981				hypothetical protein
NOLKDBPD_04972	CDS	303	chbA_5		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
NOLKDBPD_04973	CDS	1323	licC_7		COG1455	Lichenan permease IIC component
NOLKDBPD_04974	CDS	315	celA_4	2.7.1.205		PTS system cellobiose-specific EIIB component
NOLKDBPD_04975	CDS	945	ascG_3		COG1609	HTH-type transcriptional regulator AscG
NOLKDBPD_04976	CDS	1371	pcaK_2		COG0477	4-hydroxybenzoate transporter PcaK
NOLKDBPD_04977	CDS	1263	galA	1.13.11.57		Gallate dioxygenase
NOLKDBPD_04978	CDS	1227	hdfR_5			HTH-type transcriptional regulator HdfR
NOLKDBPD_04979	CDS	741	galB	4.2.1.83	COG2120	4-oxalmesaconate hydratase
NOLKDBPD_04980	CDS	714	galC	4.1.3.17	COG0684	4-carboxy-4-hydroxy-2-oxoadipic acid aldolase
NOLKDBPD_04981	CDS	1086	galD	5.3.2.8	COG2828	4-oxalomesaconate tautomerase
NOLKDBPD_04982	CDS	864				hypothetical protein
NOLKDBPD_04983	CDS	291				hypothetical protein
NOLKDBPD_04984	CDS	903	yicL		COG0697	putative inner membrane transporter YicL
NOLKDBPD_04985	CDS	1434	murP		COG2190	PTS system N-acetylmuramic acid-specific EIIBC component
NOLKDBPD_04986	CDS	903	murQ_2	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
NOLKDBPD_04987	CDS	1164	bcr_2			Bicyclomycin resistance protein
NOLKDBPD_04988	CDS	1365	oprM_3		COG1538	Outer membrane protein OprM
NOLKDBPD_04989	CDS	3108	mexB		COG0841	Multidrug resistance protein MexB
NOLKDBPD_04990	CDS	1125	mexA			Multidrug resistance protein MexA
NOLKDBPD_04991	CDS	417		2.3.1.-		Acetyltransferase
NOLKDBPD_04992	CDS	648	betI_3			HTH-type transcriptional regulator BetI
NOLKDBPD_04993	CDS	1494	bmr3			Multidrug resistance protein 3
NOLKDBPD_04994	CDS	915	dmlR_19			HTH-type transcriptional regulator DmlR
NOLKDBPD_04995	CDS	627				hypothetical protein
NOLKDBPD_04996	CDS	471				hypothetical protein
NOLKDBPD_04997	CDS	537				hypothetical protein
NOLKDBPD_04998	CDS	906	mtrA			HTH-type transcriptional regulator MtrA
NOLKDBPD_04999	CDS	810	nlpA		COG1464	Lipoprotein 28
NOLKDBPD_05000	CDS	855				hypothetical protein
NOLKDBPD_05001	CDS	561	rppH_2	3.6.1.-		RNA pyrophosphohydrolase
NOLKDBPD_05002	CDS	780				hypothetical protein
NOLKDBPD_05003	CDS	954	cdhR		COG4977	HTH-type transcriptional regulator CdhR
NOLKDBPD_05004	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
NOLKDBPD_05005	CDS	108				hypothetical protein
NOLKDBPD_05006	CDS	699	iprA_3			Inhibitor of hydrogen peroxide resistance
NOLKDBPD_05007	CDS	291	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
NOLKDBPD_05008	CDS	1008				Zinc-type alcohol dehydrogenase-like protein
NOLKDBPD_05009	CDS	468				hypothetical protein
NOLKDBPD_05010	tRNA	95				tRNA-SeC(tca)
NOLKDBPD_05011	CDS	1395	yicJ_3		COG2211	Inner membrane symporter YicJ
NOLKDBPD_05012	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
NOLKDBPD_05013	CDS	723				hypothetical protein
NOLKDBPD_05014	CDS	1380	pagL	3.2.1.-	COG1486	Phospho-alpha-glucosidase PagL
NOLKDBPD_05015	CDS	1560	malP_4		COG1263	PTS system maltose-specific EIICB component
NOLKDBPD_05016	CDS	1716				hypothetical protein
NOLKDBPD_05017	CDS	1392	xanP_2		COG2233	Xanthine permease XanP
NOLKDBPD_05018	CDS	1203	gltS		COG0786	Sodium/glutamate symporter
NOLKDBPD_05019	CDS	1512	glpK	2.7.1.30	COG0554	Glycerol kinase
NOLKDBPD_05020	CDS	852	glpF_2		COG0580	Glycerol uptake facilitator protein
NOLKDBPD_05021	CDS	240	zapB		COG3074	Cell division protein ZapB
NOLKDBPD_05022	CDS	990	sbp		COG1613	Sulfate-binding protein
NOLKDBPD_05023	CDS	765	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
NOLKDBPD_05024	CDS	1305				hypothetical protein
NOLKDBPD_05025	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
NOLKDBPD_05026	CDS	603				hypothetical protein
NOLKDBPD_05027	CDS	429				hypothetical protein
NOLKDBPD_05028	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
NOLKDBPD_05029	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
NOLKDBPD_05030	CDS	2082	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG
NOLKDBPD_05031	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
NOLKDBPD_05032	CDS	2121	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
NOLKDBPD_05033	CDS	276	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
NOLKDBPD_05034	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
NOLKDBPD_05035	CDS	1863	ligB	6.5.1.2	COG0272	DNA ligase B
NOLKDBPD_05036	CDS	618				hypothetical protein
NOLKDBPD_05037	CDS	1251	clcB_2			Voltage-gated ClC-type chloride channel ClcB
NOLKDBPD_05038	CDS	1059	ada_2		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
NOLKDBPD_05039	CDS	747			COG2513	putative protein
NOLKDBPD_05040	CDS	864				hypothetical protein
NOLKDBPD_05041	CDS	1701				hypothetical protein
NOLKDBPD_05042	CDS	966				hypothetical protein
NOLKDBPD_05043	CDS	918	ybhF_2		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
NOLKDBPD_05044	CDS	1095	ybhR_2		COG0842	putative multidrug ABC transporter permease YbhR
NOLKDBPD_05045	CDS	717	rph	2.7.7.56		Ribonuclease PH
NOLKDBPD_05046	CDS	642	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
NOLKDBPD_05047	CDS	1017	gnl	3.1.1.17		Gluconolactonase
